position,gcp,chr
185.0,0.3333508200371929,CP000731.1
186.0,0.3487072130830492,CP000731.1
187.0,0.334155251319615,CP000731.1
188.0,0.3312450285289063,CP000731.1
189.0,0.32971766538049474,CP000731.1
190.0,0.38551644420822817,CP000731.1
191.0,0.32663708936677843,CP000731.1
192.0,0.34957981862537013,CP000731.1
193.0,0.3301119819571558,CP000731.1
194.0,0.357086363207668,CP000731.1
195.0,0.3419052597797827,CP000731.1
196.0,0.3374701679313478,CP000731.1
197.0,0.32579305167558287,CP000731.1
198.0,0.3262556504691475,CP000731.1
199.0,0.33849460481554194,CP000731.1
200.0,0.33479579422448197,CP000731.1
201.0,0.32566565092724575,CP000731.1
202.0,0.33738208991624474,CP000731.1
203.0,0.35941796703015755,CP000731.1
204.0,0.41563850164804855,CP000731.1
205.0,0.33384286937976626,CP000731.1
206.0,0.34569591587335646,CP000731.1
207.0,0.36758456389893335,CP000731.1
208.0,0.33311119262696376,CP000731.1
209.0,0.3360194297427076,CP000731.1
210.0,0.3270789032350972,CP000731.1
211.0,0.32971452339820523,CP000731.1
212.0,0.3423274474538981,CP000731.1
213.0,0.3259582007264816,CP000731.1
214.0,0.33326813644886244,CP000731.1
215.0,0.3268546732468299,CP000731.1
216.0,0.34012926081348277,CP000731.1
217.0,0.34798436160546486,CP000731.1
218.0,0.3549059762973124,CP000731.1
219.0,0.3338194091145012,CP000731.1
220.0,0.3702164534193545,CP000731.1
221.0,0.3333174844515004,CP000731.1
222.0,0.33040093039606244,CP000731.1
223.0,0.32792341892565163,CP000731.1
224.0,0.3414344245760795,CP000731.1
225.0,0.3330179664118395,CP000731.1
226.0,0.4065208087844363,CP000731.1
227.0,0.3352730528302673,CP000731.1
228.0,0.33313191174887574,CP000731.1
229.0,0.32520330241848194,CP000731.1
230.0,0.3493395729808854,CP000731.1
231.0,0.3295470010099283,CP000731.1
232.0,0.3459890691064031,CP000731.1
233.0,0.33371851364740795,CP000731.1
234.0,0.3357631961193148,CP000731.1
235.0,0.3271054325566925,CP000731.1
236.0,0.3267937356757496,CP000731.1
237.0,0.34180654503249,CP000731.1
238.0,0.3452967857020709,CP000731.1
239.0,0.3684614718131078,CP000731.1
240.0,0.3487122695286189,CP000731.1
241.0,0.3463183201869146,CP000731.1
242.0,0.32843835333171645,CP000731.1
243.0,0.3430599592471163,CP000731.1
244.0,0.3361104730889509,CP000731.1
245.0,0.32676630886737884,CP000731.1
246.0,0.3385489930719139,CP000731.1
247.0,0.3610793375952357,CP000731.1
248.0,0.32644456660583404,CP000731.1
249.0,0.3250667801356001,CP000731.1
250.0,0.34136911414680954,CP000731.1
251.0,0.35110735652188874,CP000731.1
252.0,0.38217790278715935,CP000731.1
253.0,0.3895611816417116,CP000731.1
254.0,0.32904226794790564,CP000731.1
255.0,0.32815282442546817,CP000731.1
256.0,0.32623297397910606,CP000731.1
257.0,0.3589593214413889,CP000731.1
258.0,0.33963587059933825,CP000731.1
259.0,0.3377921574209129,CP000731.1
260.0,0.3299234669368153,CP000731.1
261.0,0.39510499563169477,CP000731.1
262.0,0.34710728753085074,CP000731.1
263.0,0.3716974665088522,CP000731.1
264.0,0.35510068493137,CP000731.1
265.0,0.34110275237601406,CP000731.1
266.0,0.3640116252839901,CP000731.1
267.0,0.34284899115490325,CP000731.1
268.0,0.32609587281151753,CP000731.1
269.0,0.3467490744161592,CP000731.1
270.0,0.33488919982965787,CP000731.1
271.0,0.3338245873096712,CP000731.1
272.0,0.36202968229326016,CP000731.1
273.0,0.33083261255477303,CP000731.1
274.0,0.3379619900618461,CP000731.1
275.0,0.3374732978912477,CP000731.1
276.0,0.3589370469359269,CP000731.1
277.0,0.34938339493115783,CP000731.1
278.0,0.33280588591473703,CP000731.1
279.0,0.33288643677651103,CP000731.1
280.0,0.3526281046032769,CP000731.1
281.0,0.3317343218701686,CP000731.1
282.0,0.3322266723562141,CP000731.1
283.0,0.3272069261167051,CP000731.1
284.0,0.36876446218238634,CP000731.1
285.0,0.3270777385692283,CP000731.1
286.0,0.33877891072964866,CP000731.1
287.0,0.34528010979643603,CP000731.1
288.0,0.3436800305853897,CP000731.1
289.0,0.34602135464112205,CP000731.1
290.0,0.3600553398596142,CP000731.1
291.0,0.3314108850332518,CP000731.1
292.0,0.3403058828361168,CP000731.1
293.0,0.3342303535616434,CP000731.1
294.0,0.3269178056735397,CP000731.1
295.0,0.3337564843235685,CP000731.1
296.0,0.33660091699545547,CP000731.1
297.0,0.33013954612382695,CP000731.1
298.0,0.339201236840939,CP000731.1
299.0,0.3368253074692127,CP000731.1
300.0,0.383041631728413,CP000731.1
301.0,0.3278613263374619,CP000731.1
302.0,0.345489540409362,CP000731.1
303.0,0.3291915009634953,CP000731.1
304.0,0.3259772767135083,CP000731.1
305.0,0.37238722621401665,CP000731.1
306.0,0.3397747174224468,CP000731.1
307.0,0.39195962716994037,CP000731.1
308.0,0.32627951506999525,CP000731.1
309.0,0.35097277534090127,CP000731.1
310.0,0.35971087208947816,CP000731.1
311.0,0.4042024407174508,CP000731.1
312.0,0.3433090812187212,CP000731.1
313.0,0.33945081375459385,CP000731.1
314.0,0.32631732816996756,CP000731.1
315.0,0.3412860147153602,CP000731.1
316.0,0.3347865228772043,CP000731.1
317.0,0.36205668568890936,CP000731.1
318.0,0.32604411816644857,CP000731.1
319.0,0.3476891876206776,CP000731.1
320.0,0.4138817974033198,CP000731.1
321.0,0.33122673664816726,CP000731.1
322.0,0.3408213251065446,CP000731.1
323.0,0.3314688232851441,CP000731.1
324.0,0.3296979990371145,CP000731.1
325.0,0.3432782985150007,CP000731.1
326.0,0.33798014180351893,CP000731.1
327.0,0.3384431184151638,CP000731.1
328.0,0.3303866732431364,CP000731.1
329.0,0.3493439861749241,CP000731.1
330.0,0.34634237385438044,CP000731.1
331.0,0.33482678681008327,CP000731.1
332.0,0.32911863931422564,CP000731.1
333.0,0.3613668693527206,CP000731.1
334.0,0.35075763510130187,CP000731.1
335.0,0.34812112049695587,CP000731.1
336.0,0.3251785279436651,CP000731.1
337.0,0.35649348975200223,CP000731.1
338.0,0.332429610004033,CP000731.1
339.0,0.3323747309008508,CP000731.1
340.0,0.33494947387563784,CP000731.1
341.0,0.3774924848466097,CP000731.1
342.0,0.3372977855696313,CP000731.1
343.0,0.3304870368098576,CP000731.1
344.0,0.3404937605354657,CP000731.1
345.0,0.33965371793446975,CP000731.1
346.0,0.32747841045821174,CP000731.1
347.0,0.35378964534294494,CP000731.1
348.0,0.37438656439173473,CP000731.1
349.0,0.3365338164781426,CP000731.1
350.0,0.3379961269859051,CP000731.1
351.0,0.3278150656395953,CP000731.1
352.0,0.35983418869272704,CP000731.1
353.0,0.3295323440188459,CP000731.1
354.0,0.3732900136231563,CP000731.1
355.0,0.3295901142893048,CP000731.1
356.0,0.332198823631495,CP000731.1
357.0,0.3295916246127074,CP000731.1
358.0,0.3627974700332712,CP000731.1
359.0,0.32569587451014903,CP000731.1
360.0,0.33366613803080536,CP000731.1
361.0,0.32680942472133184,CP000731.1
362.0,0.3414985322095039,CP000731.1
363.0,0.3372161934543087,CP000731.1
364.0,0.3485431353483709,CP000731.1
365.0,0.3254547001760144,CP000731.1
366.0,0.3297731415974338,CP000731.1
367.0,0.3364677474971963,CP000731.1
368.0,0.33574505270500693,CP000731.1
369.0,0.3374057549569852,CP000731.1
370.0,0.34533782051032974,CP000731.1
371.0,0.3286349445435142,CP000731.1
372.0,0.3746024015908461,CP000731.1
373.0,0.3424451094757765,CP000731.1
374.0,0.3406094888489143,CP000731.1
375.0,0.36859458437753995,CP000731.1
376.0,0.32743647487599564,CP000731.1
377.0,0.466908379791832,CP000731.1
378.0,0.3329179070944037,CP000731.1
379.0,0.3266058680286594,CP000731.1
380.0,0.3435893303508523,CP000731.1
381.0,0.3263193652588809,CP000731.1
382.0,0.3410087400307637,CP000731.1
383.0,0.327236947305606,CP000731.1
384.0,0.32566420111123473,CP000731.1
385.0,0.3333184486310135,CP000731.1
386.0,0.3428862854925196,CP000731.1
387.0,0.3434520743578682,CP000731.1
388.0,0.337415181688252,CP000731.1
389.0,0.33335798674004735,CP000731.1
390.0,0.35659423132296686,CP000731.1
391.0,0.33375279511488826,CP000731.1
392.0,0.3292863259569199,CP000731.1
393.0,0.35898495889432414,CP000731.1
394.0,0.3727604503391557,CP000731.1
395.0,0.3297749506174532,CP000731.1
396.0,0.329794899807055,CP000731.1
397.0,0.33690284366505824,CP000731.1
398.0,0.3282238078459606,CP000731.1
399.0,0.34753164306922657,CP000731.1
400.0,0.34056815926892525,CP000731.1
401.0,0.35796285096349273,CP000731.1
402.0,0.33295357304393314,CP000731.1
403.0,0.326538300335316,CP000731.1
404.0,0.32986155913182474,CP000731.1
405.0,0.35195395877631425,CP000731.1
406.0,0.3275441176176161,CP000731.1
407.0,0.36963760599695417,CP000731.1
408.0,0.33291892923741573,CP000731.1
409.0,0.3466357701104732,CP000731.1
410.0,0.3333300929060248,CP000731.1
411.0,0.35644541190827383,CP000731.1
412.0,0.36452953115189507,CP000731.1
413.0,0.3420714990702097,CP000731.1
414.0,0.3375141076343484,CP000731.1
415.0,0.3282211409645819,CP000731.1
416.0,0.3252977104980058,CP000731.1
417.0,0.39442281731901996,CP000731.1
418.0,0.349243380840942,CP000731.1
419.0,0.3521618341806488,CP000731.1
420.0,0.38614884992894666,CP000731.1
421.0,0.3353660611317845,CP000731.1
422.0,0.33168785506384735,CP000731.1
423.0,0.33206223719022865,CP000731.1
424.0,0.35042491129998227,CP000731.1
425.0,0.32849535071384967,CP000731.1
426.0,0.33017767756770505,CP000731.1
427.0,0.3268951427736317,CP000731.1
428.0,0.33707219258634596,CP000731.1
429.0,0.33085209446156444,CP000731.1
430.0,0.3622590561573668,CP000731.1
431.0,0.3875161268523984,CP000731.1
432.0,0.3404132802124863,CP000731.1
433.0,0.3250620928711264,CP000731.1
434.0,0.3279326502290511,CP000731.1
435.0,0.3421447279578366,CP000731.1
436.0,0.33693532999542875,CP000731.1
437.0,0.33652413772814044,CP000731.1
438.0,0.32991513915004533,CP000731.1
439.0,0.34030395336096286,CP000731.1
440.0,0.33756904239275376,CP000731.1
441.0,0.34502161291333944,CP000731.1
442.0,0.3289354152481068,CP000731.1
443.0,0.35891240804432056,CP000731.1
444.0,0.3345434810952417,CP000731.1
445.0,0.33367202734489615,CP000731.1
446.0,0.3481549618393124,CP000731.1
447.0,0.34927223688011994,CP000731.1
448.0,0.3377066460766063,CP000731.1
449.0,0.34884277553947274,CP000731.1
450.0,0.33079054676082453,CP000731.1
451.0,0.3256620778362424,CP000731.1
452.0,0.3281262745281568,CP000731.1
453.0,0.3652013227775492,CP000731.1
454.0,0.3251606144384787,CP000731.1
455.0,0.35109146732086877,CP000731.1
456.0,0.32756819689083827,CP000731.1
457.0,0.3375903593617254,CP000731.1
458.0,0.3454003193286277,CP000731.1
459.0,0.3382947112529618,CP000731.1
460.0,0.3250896028677968,CP000731.1
461.0,0.33528450005797283,CP000731.1
462.0,0.32774025103179133,CP000731.1
463.0,0.34397182462685766,CP000731.1
464.0,0.3338210864248492,CP000731.1
465.0,0.33246275779128054,CP000731.1
466.0,0.3658732201039304,CP000731.1
467.0,0.3524456694469099,CP000731.1
468.0,0.35194991759431793,CP000731.1
469.0,0.33760833561117615,CP000731.1
470.0,0.3274656021466869,CP000731.1
471.0,0.3389922380546283,CP000731.1
472.0,0.3271904608603777,CP000731.1
473.0,0.32669594474151054,CP000731.1
474.0,0.33284379602389247,CP000731.1
475.0,0.3532235456100904,CP000731.1
476.0,0.3521854373171139,CP000731.1
477.0,0.3571939355720184,CP000731.1
478.0,0.3315607943482068,CP000731.1
479.0,0.33736548769648184,CP000731.1
480.0,0.33360404106448405,CP000731.1
481.0,0.3285476236033541,CP000731.1
482.0,0.3530867633347508,CP000731.1
483.0,0.3266490585853942,CP000731.1
484.0,0.3648821593570346,CP000731.1
485.0,0.3534218695439687,CP000731.1
486.0,0.32979648768536685,CP000731.1
487.0,0.3619712904466481,CP000731.1
488.0,0.3320028029365782,CP000731.1
489.0,0.4090913516012128,CP000731.1
490.0,0.3253587003626255,CP000731.1
491.0,0.3323118319891725,CP000731.1
492.0,0.36963184690880996,CP000731.1
493.0,0.36833725860337624,CP000731.1
494.0,0.32800386314342833,CP000731.1
495.0,0.33676048403683645,CP000731.1
496.0,0.32670957758828423,CP000731.1
497.0,0.33993601973377996,CP000731.1
498.0,0.3322223567369342,CP000731.1
499.0,0.38907410144737137,CP000731.1
500.0,0.3261349038749952,CP000731.1
501.0,0.39815775379674795,CP000731.1
502.0,0.33135826854660133,CP000731.1
503.0,0.3680708743467332,CP000731.1
504.0,0.33266971606177925,CP000731.1
505.0,0.3730704350290204,CP000731.1
506.0,0.35185631477300705,CP000731.1
507.0,0.3304894487442125,CP000731.1
508.0,0.3278118121261861,CP000731.1
509.0,0.3287835991657574,CP000731.1
510.0,0.3401886340366357,CP000731.1
511.0,0.39147628671812373,CP000731.1
512.0,0.3366711228937215,CP000731.1
513.0,0.41766214914219363,CP000731.1
514.0,0.34721861206676186,CP000731.1
515.0,0.3645204278828063,CP000731.1
516.0,0.36214104768099714,CP000731.1
517.0,0.33206057806306616,CP000731.1
518.0,0.3321286553674552,CP000731.1
519.0,0.38246256524777805,CP000731.1
520.0,0.33289352873913003,CP000731.1
521.0,0.3403414852621828,CP000731.1
522.0,0.34836869554286576,CP000731.1
523.0,0.36091655071905326,CP000731.1
524.0,0.34344495540801306,CP000731.1
525.0,0.3312357076795925,CP000731.1
526.0,0.3386223939924309,CP000731.1
527.0,0.3351107768400816,CP000731.1
528.0,0.3979157898027369,CP000731.1
529.0,0.3416441174250221,CP000731.1
530.0,0.3415313631140865,CP000731.1
531.0,0.32893946412072783,CP000731.1
532.0,0.3422932895939629,CP000731.1
533.0,0.341559640976304,CP000731.1
534.0,0.32874291068025563,CP000731.1
535.0,0.35283362470674234,CP000731.1
536.0,0.3291524046050075,CP000731.1
537.0,0.33243589613126484,CP000731.1
538.0,0.38186582309122463,CP000731.1
539.0,0.3477979684294309,CP000731.1
540.0,0.3485658589490802,CP000731.1
541.0,0.331687196670329,CP000731.1
542.0,0.36138524800080435,CP000731.1
543.0,0.3432242007003796,CP000731.1
544.0,0.33401178792377706,CP000731.1
545.0,0.33363012976138046,CP000731.1
546.0,0.3566507209254166,CP000731.1
547.0,0.33188899039843167,CP000731.1
548.0,0.3416943833128014,CP000731.1
549.0,0.3652310915372817,CP000731.1
550.0,0.3259597767729072,CP000731.1
551.0,0.3314793161888288,CP000731.1
552.0,0.3289090245938447,CP000731.1
553.0,0.35387303085823085,CP000731.1
554.0,0.3401386672003185,CP000731.1
555.0,0.3422567391675816,CP000731.1
556.0,0.3301334021436991,CP000731.1
557.0,0.35443082418045035,CP000731.1
558.0,0.3421072663417458,CP000731.1
559.0,0.33741034106588086,CP000731.1
560.0,0.32584590781235284,CP000731.1
561.0,0.34455230770420736,CP000731.1
562.0,0.35180316264368416,CP000731.1
563.0,0.33149257939183685,CP000731.1
564.0,0.3419826678454946,CP000731.1
565.0,0.34006997277229695,CP000731.1
566.0,0.3717802016633992,CP000731.1
567.0,0.3304213112801078,CP000731.1
568.0,0.3444001259653633,CP000731.1
569.0,0.32723158998500573,CP000731.1
570.0,0.3619001986177786,CP000731.1
571.0,0.3268625734483059,CP000731.1
572.0,0.3283394770297591,CP000731.1
573.0,0.3293247123078003,CP000731.1
574.0,0.3542215652068911,CP000731.1
575.0,0.3315739974412301,CP000731.1
576.0,0.35216351622852327,CP000731.1
577.0,0.3293347258031093,CP000731.1
578.0,0.3279590506880962,CP000731.1
579.0,0.3525359436346157,CP000731.1
580.0,0.3363633140203785,CP000731.1
581.0,0.3455154376181205,CP000731.1
582.0,0.34067036987896887,CP000731.1
583.0,0.3554167392064112,CP000731.1
584.0,0.3349160197634892,CP000731.1
585.0,0.34504921641848624,CP000731.1
586.0,0.3691366676436899,CP000731.1
587.0,0.34524107288313133,CP000731.1
588.0,0.3343941723902658,CP000731.1
589.0,0.3278963040226276,CP000731.1
590.0,0.34240139010147375,CP000731.1
591.0,0.33216635221482005,CP000731.1
592.0,0.3609709509751016,CP000731.1
593.0,0.3261882987355177,CP000731.1
594.0,0.3319133826219222,CP000731.1
595.0,0.34115153264400055,CP000731.1
596.0,0.3601765871674395,CP000731.1
597.0,0.33471713469895464,CP000731.1
598.0,0.326132600359314,CP000731.1
599.0,0.3251999581862062,CP000731.1
600.0,0.38786792590594626,CP000731.1
601.0,0.3439746063389788,CP000731.1
602.0,0.3262691547788584,CP000731.1
603.0,0.3468380965630685,CP000731.1
604.0,0.3299090486510657,CP000731.1
605.0,0.3274600456669699,CP000731.1
606.0,0.43757404186841065,CP000731.1
607.0,0.3431580813976533,CP000731.1
608.0,0.32897418484183616,CP000731.1
609.0,0.3415625950015404,CP000731.1
610.0,0.32546389521596836,CP000731.1
611.0,0.3251039998419641,CP000731.1
612.0,0.3619307221729432,CP000731.1
613.0,0.3296978493356756,CP000731.1
614.0,0.3286709152664843,CP000731.1
615.0,0.3343456428674427,CP000731.1
616.0,0.32688481147370274,CP000731.1
617.0,0.3281803186418005,CP000731.1
618.0,0.3260936672644971,CP000731.1
619.0,0.33364086059634157,CP000731.1
620.0,0.3508471782751446,CP000731.1
621.0,0.3373583175659299,CP000731.1
622.0,0.39224890407669954,CP000731.1
623.0,0.3319483718951802,CP000731.1
624.0,0.386248746688488,CP000731.1
625.0,0.333810615098981,CP000731.1
626.0,0.3282296609548336,CP000731.1
627.0,0.35067177706893826,CP000731.1
628.0,0.33010806522138597,CP000731.1
629.0,0.33147991280508315,CP000731.1
630.0,0.3325901663016755,CP000731.1
631.0,0.32921241486941916,CP000731.1
632.0,0.3483450553786479,CP000731.1
633.0,0.32714444583271507,CP000731.1
634.0,0.3477511440459029,CP000731.1
635.0,0.3318604588582244,CP000731.1
636.0,0.3407540391919283,CP000731.1
637.0,0.37084923670328895,CP000731.1
638.0,0.3370592150843206,CP000731.1
639.0,0.34043108547066053,CP000731.1
640.0,0.36480839772302437,CP000731.1
641.0,0.3251753098295309,CP000731.1
642.0,0.33234151659648903,CP000731.1
643.0,0.415894153666397,CP000731.1
644.0,0.3303183754930163,CP000731.1
645.0,0.32993290244063933,CP000731.1
646.0,0.4122207257314182,CP000731.1
647.0,0.3484994416562368,CP000731.1
648.0,0.3274841001840292,CP000731.1
649.0,0.3951879202688988,CP000731.1
650.0,0.3291841885324165,CP000731.1
651.0,0.3899934917237067,CP000731.1
652.0,0.33016924154108646,CP000731.1
653.0,0.32967288962797864,CP000731.1
654.0,0.35903329656961624,CP000731.1
655.0,0.3503227604793622,CP000731.1
656.0,0.32939107758145897,CP000731.1
657.0,0.36018463911841503,CP000731.1
658.0,0.329730434409946,CP000731.1
659.0,0.34567671532369826,CP000731.1
660.0,0.32549894335526713,CP000731.1
661.0,0.3384097232612734,CP000731.1
662.0,0.3348432773380274,CP000731.1
663.0,0.33328067211560625,CP000731.1
664.0,0.3362850887084164,CP000731.1
665.0,0.33441681125433104,CP000731.1
666.0,0.33160524681396036,CP000731.1
667.0,0.33194998246116375,CP000731.1
668.0,0.3257319144886877,CP000731.1
669.0,0.3264882921090649,CP000731.1
670.0,0.3832791985561483,CP000731.1
671.0,0.3251319766281599,CP000731.1
672.0,0.33408990728513477,CP000731.1
673.0,0.33483779618290394,CP000731.1
674.0,0.33140946149217626,CP000731.1
675.0,0.3288245910576647,CP000731.1
676.0,0.3363294348292691,CP000731.1
677.0,0.3321253674653283,CP000731.1
678.0,0.3501166538339605,CP000731.1
679.0,0.3341255025842957,CP000731.1
680.0,0.32563408698061647,CP000731.1
681.0,0.3684716888356835,CP000731.1
682.0,0.3335395070261681,CP000731.1
683.0,0.3321971805691909,CP000731.1
684.0,0.34231653028077463,CP000731.1
685.0,0.3284145479990729,CP000731.1
686.0,0.37981257743679697,CP000731.1
687.0,0.3276291982432539,CP000731.1
688.0,0.34562065707782097,CP000731.1
689.0,0.3578726279465695,CP000731.1
690.0,0.34302357212013357,CP000731.1
691.0,0.3444637302091288,CP000731.1
692.0,0.33311733864265497,CP000731.1
693.0,0.340397424308036,CP000731.1
694.0,0.3642548668613058,CP000731.1
695.0,0.33132138045026654,CP000731.1
696.0,0.36716627685151354,CP000731.1
697.0,0.3653758674634312,CP000731.1
698.0,0.35248376633866274,CP000731.1
699.0,0.33055574689663336,CP000731.1
700.0,0.32755079233836903,CP000731.1
